area,ratio,efficiency,gap_ratio,angle,x,y,n_bays,used_area_ratio,valid,label
2.88e+06,2,12342.9,0.166667,240,300,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,330,300,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,30,300,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,210,1500,750,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,120,750,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,750,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,60,1500,750,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,1500,750,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,300,1500,750,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,150,1500,750,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,330,750,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,150,750,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,330,1500,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,30,1500,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,330,1500,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,30,1500,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,60,1500,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,300,1500,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,60,1500,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,150,1500,1500,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,300,100,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,30,100,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,100,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,60,100,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,330,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,210,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,30,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,300,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,150,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,60,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,150,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,300,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,1500,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,330,1500,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,120,1500,3900,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,1500,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,210,1500,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,60,1500,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,300,1500,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,330,1500,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,30,1700,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,60,1700,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,210,1700,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,300,1700,4200,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,330,3000,3000,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,30,3000,3000,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,60,3000,3000,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,3000,3000,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,300,0,10000,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,240,10000,0,1,0.0564706,0,0
2.88e+06,2,12342.9,0.166667,180,0,0,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,750,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,750,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,100,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,100,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,1500,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,1500,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,1500,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,1500,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,1500,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,1500,3900,2,0.112941,1,0
2.88e+06,2,12342.9,0.166667,0,1500,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,1500,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,1500,4200,2,0.112941,1,0
2.88e+06,2,12342.9,0.166667,180,1500,4200,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,1500,4200,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,1700,4200,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,1700,4200,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,3000,3000,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,100,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,100,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,300,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,300,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,300,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,300,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,300,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,1500,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,1500,6300,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,0,10000,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,0,10000,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,1500,8800,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,8000,2500,2,0.112941,1,0
2.88e+06,2,12342.9,0.166667,0,1700,8800,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,8000,2500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,8000,2800,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,8000,2800,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,8000,2800,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,90,9500,2500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,9500,2500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,9500,2800,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,3000,10000,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,10000,3000,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,0,3000,10000,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,10000,3000,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,180,10000,3000,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,330,0,0,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,300,0,0,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,150,0,0,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,60,0,0,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,210,0,0,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,30,750,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,240,750,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,330,750,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,150,750,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,120,100,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,330,100,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,240,100,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,300,100,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,30,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,150,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,30,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,150,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,240,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,210,300,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,240,750,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,300,750,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,330,1500,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,300,1500,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,240,1500,750,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,60,750,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,120,750,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,330,750,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,30,750,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,60,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,120,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,30,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,300,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,150,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,240,1500,1500,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,240,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,150,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,300,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,330,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,300,100,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,210,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,240,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,300,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,150,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,60,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,120,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,120,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,60,300,3900,2,0.112941,0,0
2.88e+06,2,12342.9,0.166667,270,0,0,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,180,0,0,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,270,750,750,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,90,750,750,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,270,100,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,180,300,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,90,300,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,270,300,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,0,750,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,180,750,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,270,750,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,180,1500,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,90,1500,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,180,1500,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,90,1500,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,180,1500,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,90,1500,1500,3,0.169412,0,0
2.88e+06,2,12342.9,0.166667,0,100,3900,3,0.169412,0,0
